phantomName,occurrences,packages,vulnerabilityCount,fixedAvailable,maxSeverity,advisoryIds
oauthlib,3,3,2,true,MODERATE,GHSA-3pgj-pg6c-r5p7;PYSEC-2022-269
onnxruntime,3,3,0,false,,
openai,3,3,0,false,,
opengl,3,3,0,false,,
optuna,3,3,0,false,,
paramiko,3,3,10,true,CRITICAL,GHSA-232r-66cg-79px;GHSA-45x7-px36-x8w8;GHSA-f2j6-wrhh-v25m;GHSA-f8q4-jwww-x3wv;GHSA-r374-rxx8-8654;GHSA-wqmm-q65g-2hqr;PYSEC-2008-8;PYSEC-2018-19;PYSEC-2018-69;PYSEC-2022-166
pathlib2,3,3,0,false,,
pdfplumber,3,3,0,false,,
pkgconfig,3,3,0,false,,
polib,3,3,0,false,,
pycurl,3,3,0,false,,
pydot,3,3,0,false,,
pympler,3,3,0,false,,
pypandoc,3,3,0,false,,
pypdf2,3,3,5,true,MODERATE,GHSA-4vvm-4w3v-6mr8;GHSA-hm9v-vj3r-r55m;GHSA-jrm6-h9cq-8gqw;GHSA-xcjx-m2pj-8g79;PYSEC-2022-194
pyqt4,3,3,0,false,,
requests-kerberos,3,3,2,true,CRITICAL,GHSA-wh37-37xw-54hr;PYSEC-2019-200
s3transfer,3,3,0,false,,
scikit-build-core,3,3,0,false,,
sentence-transformers,3,3,0,false,,
sentencepiece,3,3,1,true,HIGH,GHSA-38vq-g6vr-w8wf
setuptools-rust,3,3,0,false,,
simplehttpserver,3,3,0,false,,
sip,3,3,0,false,,
skbuild,3,3,0,false,,
spin,3,3,0,false,,
subprocess32,3,3,0,false,,
synthtool,3,3,0,false,,
tensorboard-plugin-profile,3,3,0,false,,
tensorboardx,3,3,0,false,,
tensorflow-io,3,3,0,false,,
testing,3,3,0,false,,
tokenizers,3,3,0,false,,
tomlkit,3,3,0,false,,
tools,3,3,0,false,,
torch-neuronx,3,3,0,false,,
torch-xla,3,3,0,false,,
torchcodec,3,3,0,false,,
torchdata,3,3,0,false,,
torchvision,3,3,0,false,,
tree-sitter,3,3,0,false,,
typer,3,3,0,false,,
vine,3,3,0,false,,
wandb,3,3,0,false,,
win32console,3,3,0,false,,
winerror,3,3,0,false,,
xmlrpclib,3,3,0,false,,
zmq,3,3,0,false,,
aiofiles,2,2,0,false,,
aioredis,2,2,0,false,,
alabaster,2,2,0,false,,
annotated-types,2,2,0,false,,
antlr4,2,2,0,false,,
anydbm,2,2,0,false,,
apex,2,2,0,false,,
apiclient,2,2,0,false,,
app,2,2,0,false,,
arrow-odbc,2,2,0,false,,
asn1crypto,2,2,0,false,,
asttokens,2,2,0,false,,
augeas,2,2,0,false,,
authlib,2,2,13,true,CRITICAL,GHSA-5357-c2jx-v7qh;GHSA-7432-952r-cw78;GHSA-7wc2-qxgw-g8gg;GHSA-9ggr-2464-2j32;GHSA-fg6f-75jq-6523;GHSA-g7f3-828f-7h7m;GHSA-jj8c-mmj3-mmgv;GHSA-m344-f55w-2m6j;GHSA-pq5p-34cr-23v9;GHSA-r95x-qfjj-fjj2;GHSA-wvwj-cvrp-7pv5;PYSEC-2024-52;PYSEC-2026-25
azureml,2,2,0,false,,
bazel,2,2,0,false,,
better,2,2,0,false,,
bleach,2,2,10,true,CRITICAL,GHSA-m6xf-fq7q-8743;GHSA-m9mq-p2f9-cfqv;GHSA-q65m-pv3f-wr5r;GHSA-vqhp-cxgc-6wmm;GHSA-vv2x-vrpj-qqpq;PYSEC-2018-51;PYSEC-2020-27;PYSEC-2020-28;PYSEC-2020-340;PYSEC-2021-865
blinker,2,2,0,false,,
bpython,2,2,0,false,,
cached-property,2,2,0,false,,
cairo,2,2,0,false,,
clearml,2,2,4,true,HIGH,GHSA-579p-qf78-fqm2;GHSA-cpcw-9h9m-wqw9;GHSA-gvqv-h7hh-6fcc;GHSA-m95h-p4gg-wfw3
cleo,2,2,2,true,MODERATE,GHSA-2p9h-ccw7-33gf;PYSEC-2022-43178
com,2,2,0,false,,
comet-ml,2,2,0,false,,
commonmark,2,2,0,false,,
confluent-kafka,2,2,0,false,,
constructs,2,2,0,false,,
contrib,2,2,0,false,,
cookie,2,2,0,false,,
cookielib,2,2,0,false,,
ctags,2,2,0,false,,
dagger,2,2,0,false,,
dask-expr,2,2,0,false,,
dateparser,2,2,0,false,,
dbruntime,2,2,0,false,,
decorator,2,2,0,false,,
digitalocean,2,2,0,false,,
docopt,2,2,0,false,,
dvclive,2,2,0,false,,
editables,2,2,0,false,,
elasticsearch,2,2,0,false,,
epydoc,2,2,0,false,,
executing,2,2,0,false,,
extend-polars,2,2,0,false,,
ez-setup,2,2,0,false,,
fabric,2,2,1,true,MODERATE,GHSA-xwg2-qc6c-7c3q
faster-whisper,2,2,0,false,,
fitz,2,2,0,false,,
flash-attn,2,2,1,false,HIGH,GHSA-7g5w-pq96-8c5w
flask-cors,2,2,10,true,HIGH,GHSA-43qf-4rqw-9q2g;GHSA-7rxf-gvfg-47g4;GHSA-84pr-m4jr-85g5;GHSA-8vgw-p6qm-5gr7;GHSA-hxwh-jpp2-84pm;GHSA-xc3p-ff3m-f46v;PYSEC-2020-43;PYSEC-2024-260;PYSEC-2024-271;PYSEC-2024-71
flask-login,2,2,0,false,,
flax,2,2,0,false,,
flytekit,2,2,0,false,,
flytekitplugins,2,2,0,false,,
freezegun,2,2,0,false,,
gdb,2,2,0,false,,
gdbm,2,2,0,false,,
gdown,2,2,1,true,MODERATE,GHSA-76hw-p97h-883f
geopandas,2,2,2,true,HIGH,GHSA-6497-prx7-gpmq;PYSEC-2026-62
gmpy2,2,2,0,false,,
google-crc32c,2,2,0,false,,
grpc-testing,2,2,0,false,,
gtk,2,2,0,false,,
hijridate,2,2,0,false,,
hpack,2,2,2,true,HIGH,GHSA-ffq8-576r-v26g;PYSEC-2017-87
hypercorn,2,2,0,false,,
hypothesmith,2,2,0,false,,
image,2,2,0,false,,
imagecodecs,2,2,2,true,HIGH,GHSA-94vc-p8w7-5p49;PYSEC-2023-174
importlib-resources,2,2,0,false,,
invocations,2,2,0,false,,
jaxlib,2,2,0,false,,
joserfc,2,2,2,true,CRITICAL,GHSA-frfh-8v73-gjg4;GHSA-w5r5-m38g-f9f9
jschema-to-python,2,2,0,false,,
jsonpatch,2,2,0,false,,
junit-xml,2,2,0,false,,
kerberos,2,2,2,false,CRITICAL,GHSA-mffc-9gx5-99g3;PYSEC-2017-49
langchain-classic,2,2,1,true,HIGH,GHSA-3644-q5cj-c5c7
langchain-google-vertexai,2,2,0,false,,
lexicon,2,2,0,false,,
librosa,2,2,0,false,,
lomo-optim,2,2,0,false,,
magic,2,2,0,false,,
mako,2,2,7,true,HIGH,GHSA-2h4p-vjrc-8xpq;GHSA-7q8x-38mc-p84f;GHSA-v92g-xgxw-vvmm;GHSA-v973-fxgf-6xhp;PYSEC-2010-1;PYSEC-2022-260;PYSEC-2026-88
marimo,2,2,2,true,CRITICAL,GHSA-2679-6mx9-h9xc;GHSA-xjv7-6w92-42r7
megatron,2,2,0,false,,
memcache,2,2,0,false,,
mkdocs-gen-files,2,2,0,false,,
mlx,2,2,4,true,MODERATE,GHSA-j842-xgm4-wf88;GHSA-w6vg-jg77-2qg6;PYSEC-2025-138;PYSEC-2025-139
modin,2,2,0,false,,
multiprocess,2,2,0,false,,
mypy-boto3-athena,2,2,0,false,,
mypy-boto3-dynamodb,2,2,0,false,,
mypy-boto3-glue,2,2,0,false,,
mypy-boto3-secretsmanager,2,2,0,false,,
mypy-extensions,2,2,0,false,,
nbconvert,2,2,5,true,HIGH,GHSA-4c99-qj7h-p3vg;GHSA-7jqv-fw35-gmx9;GHSA-9jmq-rx5f-8jwq;GHSA-xm59-rqc7-hhvf;PYSEC-2022-249
nest-asyncio,2,2,0,false,,
networkx,2,2,0,false,,
nibabel,2,2,0,false,,
nose,2,2,0,false,,
noxfile-config,2,2,0,false,,
nvidia,2,2,0,false,,
oci,2,2,0,false,,
openinference,2,2,0,false,,
opt-einsum,2,2,0,false,,
oracledb,2,2,0,false,,
org,2,2,0,false,,
oscrypto-tests,2,2,0,false,,
osgeo,2,2,0,false,,
parameters,2,2,0,false,,
parso,2,2,1,true,UNKNOWN,PYSEC-2019-109
parver,2,2,0,false,,
pipes,2,2,0,false,,
playwright,2,2,0,false,,
prettytable,2,2,0,false,,
progressbar,2,2,0,false,,
psycopg,2,2,0,false,,
pyannotate-runtime,2,2,0,false,,
pyasn1-modules,2,2,0,false,,
pybind11,2,2,0,false,,
pycocotools,2,2,0,false,,
pycodestyle,2,2,0,false,,
pydot-ng,2,2,0,false,,
pydotplus,2,2,0,false,,
pygame,2,2,0,false,,
pyglet,2,2,0,false,,
pylibcudf,2,2,0,false,,
pylibmc,2,2,0,false,,
pymupdf,2,2,1,true,MODERATE,GHSA-cxqh-p2w9-fmr7
pynvml,2,2,0,false,,
pyside,2,2,0,false,,
pysqlite2,2,2,0,false,,
pytesseract,2,2,0,false,,
pytest-cov,2,2,0,false,,
pythainlp,2,2,0,false,,
python,2,2,0,false,,
python-socks,2,2,0,false,,
pythoncom,2,2,0,false,,
qdrant-client,2,2,1,true,CRITICAL,GHSA-7m75-x27w-r52r
qtpy,2,2,0,false,,
rapidjson,2,2,0,false,,
reportlab,2,2,6,true,CRITICAL,GHSA-9q9m-c65c-37pq;GHSA-mpvw-25mg-59vx;GHSA-pj98-2xf6-cff5;GHSA-qpg2-vx7j-3869;PYSEC-2019-117;PYSEC-2021-146
requests-cache,2,2,0,false,,
requests-toolbelt,2,2,0,false,,
riva,2,2,0,false,,
rsa,2,2,6,true,HIGH,GHSA-537h-rv9q-vvph;GHSA-8rjr-6qq5-pj9p;GHSA-xrx6-fmxq-rjj2;PYSEC-2016-10;PYSEC-2020-100;PYSEC-2020-99
sarif-om,2,2,0,false,,
scikits,2,2,0,false,,
scipy-doctest,2,2,0,false,,
seaborn,2,2,0,false,,
semver,2,2,0,false,,
sets,2,2,0,false,,
smdistributed,2,2,0,false,,
socketserver,2,2,0,false,,
sortedcontainers,2,2,0,false,,
soxr,2,2,0,false,,
spacy,2,2,0,false,,
sqlparse,2,2,6,true,HIGH,GHSA-27jp-wm6q-gp25;GHSA-2m57-hf25-phgg;GHSA-p5w8-wqhj-9hhf;GHSA-rrm6-wvj7-cwh2;PYSEC-2021-333;PYSEC-2023-87
submitit,2,2,0,false,,
sudachipy,2,2,0,false,,
swanlab,2,2,0,false,,
tensorboard-plugin-wit,2,2,0,false,,
tensorflow-datasets,2,2,0,false,,
tensorstore,2,2,0,false,,
tf-keras,2,2,0,false,,
tf2onnx,2,2,0,false,,
thrift-sasl,2,2,0,false,,
timm,2,2,0,false,,
tkfiledialog,2,2,0,false,,
tkinter,2,2,0,false,,
torch-mlu,2,2,0,false,,
torch-musa,2,2,0,false,,
torchaudio,2,2,0,false,,
trackio,2,2,0,false,,
tree,2,2,0,false,,
trustme,2,2,0,false,,
ulid,2,2,0,false,,
unasync,2,2,0,false,,
unittest2,2,2,0,false,,
upb,2,2,0,false,,
uritemplate,2,2,0,false,,
versioneer,2,2,0,false,,
viztracer,2,2,0,false,,
watchdog,2,2,0,false,,
webapp2,2,2,0,false,,
win-inet-pton,2,2,0,false,,
win32clipboard,2,2,0,false,,
win32cred,2,2,0,false,,
win32event,2,2,0,false,,
win32job,2,2,0,false,,
win32pdh,2,2,0,false,,
win32pipe,2,2,0,false,,
winkerberos,2,2,0,false,,
x,2,2,0,false,,
xarray,2,2,0,false,,
xgboost,2,2,0,false,,
xxhash,2,2,0,false,,
yapf,2,2,0,false,,
yt-dlp,2,2,7,true,HIGH,GHSA-3ch3-jhc6-5r8x;GHSA-3v33-3wmw-3785;GHSA-42h4-v29r-42qg;GHSA-79w7-vh3h-8g4j;GHSA-g3gw-q23r-pgqm;GHSA-hjq6-52gw-2g7p;GHSA-v8mc-9377-rwjj
a,1,1,0,false,,
a-package-that-doesnt-exist,1,1,0,false,,
a2wsgi,1,1,0,false,,
accelerate,1,1,0,false,,
accimage,1,1,0,false,,
acl,1,1,0,false,,
adbc-driver-manager,1,1,0,false,,
addressbook,1,1,0,false,,
adjusttext,1,1,0,false,,
ads,1,1,0,false,,
aerospike-vector-search,1,1,0,false,,
aesara,1,1,0,false,,
afl,1,1,0,false,,
aim,1,1,21,true,CRITICAL,GHSA-35p3-6j45-prwm;GHSA-36h2-g4c8-9xcm;GHSA-38r9-3j52-h92v;GHSA-4qcx-jx49-6qrh;GHSA-6w7p-xrvp-p7xv;GHSA-75px-35p4-qq6h;GHSA-8phj-f9w2-cjcc;GHSA-99w2-67h8-5948;GHSA-fm93-g6xp-35xq;GHSA-fx47-jpv9-7hxr;GHSA-gmvv-rj92-9w35;GHSA-gp5h-f9c5-8355;GHSA-j5qj-rg5j-j7c2;GHSA-mrvr-7493-pfq3;GHSA-mxvw-cj37-8g2h;GHSA-p6x3-v6g3-7557;GHSA-p9f2-jg9w-cx69;GHSA-pmhg-f7wc-c97m;GHSA-r229-5wgf-f28g;GHSA-v5pj-jrpv-h6g2;PYSEC-2021-839
ain,1,1,0,false,,
aio-pika,1,1,0,false,,
aiocontextvars,1,1,0,false,,
aiodynamo,1,1,0,false,,
aiomultiprocess,1,1,0,false,,
aioredis-cluster,1,1,0,false,,
aioresponses,1,1,0,false,,
aiosonic,1,1,0,false,,
airbyte-cdk,1,1,0,false,,
airbyte-protocol-dataclasses,1,1,0,false,,
alembic,1,1,0,false,,
aleph-alpha-client,1,1,0,false,,
alibabacloud-ha3engine-vector,1,1,0,false,,
alibabacloud-tea-util,1,1,0,false,,
alive-progress,1,1,0,false,,
aliyunsdkcore,1,1,0,false,,
aliyunsdkecs,1,1,0,false,,
all,1,1,0,false,,
amdsmi,1,1,0,false,,
amqp,1,1,0,false,,
ansi2html,1,1,0,false,,
apache,1,1,0,false,,
apache-beam,1,1,0,false,,
apify-client,1,1,0,false,,
apispec,1,1,0,false,,
apollo-torch,1,1,0,false,,
apport-python-hook,1,1,0,false,,
arcgis,1,1,0,false,,
aredis,1,1,0,false,,
argh,1,1,0,false,,
argilla,1,1,0,false,,
argon2,1,1,0,false,,
arize,1,1,0,false,,
arro3,1,1,0,false,,
arrow,1,1,0,false,,
arthurai,1,1,0,false,,
asgiref,1,1,0,false,,
asknews-sdk,1,1,0,false,,
astrapy,1,1,0,false,,
astroid,1,1,0,false,,
asv,1,1,0,false,,
async-generator,1,1,0,false,,
asynchat,1,1,0,false,,
asyncore,1,1,0,false,,
asyncssh,1,1,7,true,CRITICAL,GHSA-97cv-6pjf-5f9q;GHSA-c35q-ffpf-5qpm;GHSA-cfc2-wr2v-gxm5;GHSA-hfmc-7525-mj55;PYSEC-2018-108;PYSEC-2023-237;PYSEC-2023-239
asynctest,1,1,0,false,,
atlassian,1,1,0,false,,
attrs,1,1,0,false,,
audiocraft,1,1,0,false,,
auto-round,1,1,0,false,,
autoevals,1,1,0,false,,
autogen,1,1,0,false,,
avro,1,1,3,true,LOW,PYSEC-2022-43180;PYSEC-2023-188;PYSEC-2026-26
aws-sdk-bedrock-runtime,1,1,0,false,,
aws-xray-sdk,1,1,0,false,,
ax,1,1,0,false,,
b,1,1,0,false,,
backend,1,1,0,false,,
baidubce,1,1,0,false,,
banana-dev,1,1,0,false,,
bar,1,1,0,false,,
bayes-opt,1,1,0,false,,
baz,1,1,0,false,,
bc-jsonpath-ng,1,1,0,false,,
beaenginepython,1,1,0,false,,
beaker,1,1,4,true,MODERATE,GHSA-39vm-p9mr-4r27;GHSA-3cwm-7jmm-774w;PYSEC-2012-1;PYSEC-2020-216
beautifulsoup,1,1,0,false,,
better-exceptions,1,1,0,false,,
bhtsne,1,1,0,false,,
bibtexparser,1,1,0,false,,
bigdl,1,1,0,false,,
bigframes,1,1,0,false,,
bilibili-api,1,1,0,false,,
bitsandbytes,1,1,0,false,,
blessings,1,1,0,false,,
bllipparser,1,1,0,false,,
blurb,1,1,0,false,,
bokeh,1,1,1,true,MODERATE,GHSA-793v-589g-574v
boto,1,1,0,false,,
branca,1,1,0,false,,
brotlicffi,1,1,0,false,,
bsdf-cli,1,1,0,false,,
build-manpages,1,1,0,false,,
bumpversion,1,1,0,false,,
c,1,1,0,false,,
ca-certs-locater,1,1,0,false,,
cachetools,1,1,0,false,,
cairocffi,1,1,0,false,,
cairosvg,1,1,5,true,HIGH,GHSA-f38f-5xpm-9r7c;GHSA-hq37-853p-g5cf;GHSA-rwmf-w63j-p7gv;PYSEC-2021-5;PYSEC-2023-9
calltipwindow,1,1,0,false,,
capstone,1,1,3,true,HIGH,GHSA-3v99-hpv7-9hh9;GHSA-xx4j-rvcc-2vhr;PYSEC-2017-113
carbon,1,1,0,false,,
case,1,1,0,false,,
cassio,1,1,0,false,,
catboost,1,1,0,false,,
cattr,1,1,0,false,,
cattrs,1,1,0,false,,
causal-conv1d,1,1,0,false,,
cbor,1,1,0,false,,
cchardet,1,1,0,false,,
cdifflib,1,1,0,false,,
cerealizer,1,1,0,false,,
cf-units,1,1,0,false,,
cffsubr,1,1,0,false,,
cfgrib,1,1,0,false,,
cfgv,1,1,0,false,,
cfnlint,1,1,0,false,,
cgihttpserver,1,1,0,false,,
chango,1,1,0,false,,
channels,1,1,2,true,HIGH,GHSA-v542-8q9x-cffc;PYSEC-2021-113
charade,1,1,0,false,,
cheese,1,1,0,false,,
cherrypy,1,1,4,true,HIGH,GHSA-76x8-gg39-5jjg;GHSA-vx77-5pf4-c9wr;PYSEC-2006-1;PYSEC-2008-3
chest,1,1,0,false,,
childhood,1,1,0,false,,
chromadb,1,1,0,false,,
cjkwrap,1,1,0,false,,
clarifai-grpc,1,1,0,false,,
classy-vision,1,1,0,false,,
clastic,1,1,0,false,,
clevercsv,1,1,0,false,,
click-didyoumean,1,1,0,false,,
click-plugins,1,1,0,false,,
click-repl,1,1,0,false,,
clickhouse-connect,1,1,0,false,,
cloudpathlib,1,1,0,false,,
cloudsplaining,1,1,0,false,,
clu,1,1,0,false,,
cnosdb-connector,1,1,0,false,,
code2flow,1,1,0,false,,
codecarbon,1,1,0,false,,
cog,1,1,0,false,,
coloredlogs,1,1,0,false,,
colorspacious,1,1,0,false,,
combined,1,1,0,false,,
comet-llm,1,1,0,false,,
commands,1,1,0,false,,
compressed-tensors,1,1,0,false,,
conda-build,1,1,0,false,,
conda-pack,1,1,0,false,,
configargparse,1,1,0,false,,
configobj,1,1,1,true,LOW,GHSA-c33w-24p9-8m24
configurations,1,1,0,false,,
contextlib2,1,1,0,false,,
convertdate,1,1,0,false,,
couchbase-core,1,1,0,false,,
cpp,1,1,0,false,,
cpplint,1,1,0,false,,
cppy,1,1,0,false,,
cppyy,1,1,0,false,,
cramjam,1,1,0,false,,
crc32c,1,1,0,false,,
crcmod,1,1,0,false,,
croaring,1,1,0,false,,
csharp,1,1,0,false,,
ctypesgen,1,1,0,false,,
cubed,1,1,0,false,,
cuda,1,1,0,false,,
cuml,1,1,0,false,,
curio,1,1,0,false,,
cvxopt,1,1,2,true,HIGH,GHSA-8rh6-h94m-vj54;PYSEC-2021-870
cx-oracle,1,1,0,false,,
cxxheaderparser,1,1,0,false,,
cycler,1,1,0,false,,
cyordereddict,1,1,0,false,,
cythonargs,1,1,0,false,,
d,1,1,0,false,,
d4rl,1,1,0,false,,
daft,1,1,0,false,,
dagshub,1,1,0,false,,
dall-e,1,1,0,false,,
dart,1,1,0,false,,
dask-cuda,1,1,0,false,,
dask-cudf,1,1,0,false,,
dask-ml,1,1,0,false,,
databricks,1,1,0,false,,
databricks-sql-kernel,1,1,0,false,,
databrickscli,1,1,0,false,,
datadog-api-client,1,1,0,false,,
datasets-fb,1,1,0,false,,
dbus,1,1,0,false,,
dde,1,1,0,false,,
ddgs,1,1,0,false,,
debug,1,1,0,false,,
decord,1,1,0,false,,
decouple,1,1,0,false,,
deepdiff,1,1,2,true,CRITICAL,GHSA-54jj-px8x-5w5q;GHSA-mw26-5g2v-hqw3
deepeval,1,1,0,false,,
deepmerge,1,1,0,false,,
deepspeed,1,1,2,true,HIGH,GHSA-8cp5-3rf8-8gfh;PYSEC-2024-109
defcon,1,1,0,false,,
detect-secrets,1,1,0,false,,
detectron2,1,1,0,false,,
dev-config,1,1,0,false,,
dgml-utils,1,1,0,false,,
diff,1,1,0,false,,
diff-shades,1,1,0,false,,
dingodb,1,1,0,false,,
disassemble,1,1,0,false,,
discord,1,1,0,false,,
distorm,1,1,0,false,,
distorm3,1,1,0,false,,
django-redis,1,1,0,false,,
dl,1,1,0,false,,
dockerfile-parse,1,1,0,false,,
docstring-parser,1,1,0,false,,
doctran,1,1,0,false,,
docx2txt,1,1,0,false,,
dogpile,1,1,0,false,,
dpath,1,1,0,false,,
dpctl,1,1,0,false,,
dria,1,1,0,false,,
duckdb,1,1,4,true,HIGH,GHSA-w2gf-jxc9-pf2q;PYSEC-2024-203;PYSEC-2024-25;PYSEC-2025-112
dumbdbm,1,1,0,false,,
duty,1,1,0,false,,
dynamodb-encryption-sdk,1,1,1,true,LOW,GHSA-4ph2-8337-hm62
e2b,1,1,0,false,,
easydialogs,1,1,0,false,,
einops,1,1,0,false,,
elasticsearch8,1,1,0,false,,
elevenlabs,1,1,0,false,,
enchant,1,1,0,false,,
engineio,1,1,0,false,,
enthought,1,1,0,false,,
esprima,1,1,0,false,,
essentia,1,1,0,false,,
essential-generators,1,1,0,false,,
etils,1,1,0,false,,
evaluate,1,1,0,false,,
events,1,1,0,false,,
exchange,1,1,0,false,,
experiment-tracking,1,1,0,false,,
explainable-ai-sdk,1,1,0,false,,
extra-streamlit-components,1,1,0,false,,
extract-msg,1,1,0,false,,
fabtools,1,1,0,false,,
fairseq,1,1,0,false,,
fairseq2,1,1,0,false,,
fake-useragent,1,1,0,false,,
faker,1,1,0,false,,
fakeredis,1,1,0,false,,
fast-hadamard-transform,1,1,0,false,,
fastai,1,1,0,false,,
fastcluster,1,1,0,false,,
fasteners,1,1,0,false,,
fastjsonschema,1,1,0,false,,
fastmcp,1,1,8,true,CRITICAL,GHSA-5h2m-4q8j-pqpj;GHSA-c2jp-c369-7pvx;GHSA-m8x7-r2rg-vh5g;GHSA-mxxr-jv3v-6pgc;GHSA-rcfx-77hg-w2wv;GHSA-rj5c-58rq-j5g5;GHSA-rww4-4w9c-7733;GHSA-vv7q-7jx5-f767
fastparquet,1,1,0,false,,
fbgemm-gpu,1,1,0,false,,
fbpca,1,1,0,false,,
feature-store-pyspark,1,1,0,false,,
feedparser,1,1,10,true,HIGH,GHSA-2p78-8hh6-96xc;GHSA-3mwg-gp5g-fv3q;GHSA-4m72-rmm9-2qjr;GHSA-6h52-4vmh-8x4f;GHSA-hjf3-r7gw-9rwg;PYSEC-2011-18;PYSEC-2011-19;PYSEC-2011-20;PYSEC-2011-21;PYSEC-2012-14
fido2,1,1,0,false,,
filter-traceback-entry-as-str,1,1,0,false,,
fire,1,1,0,false,,
firebase-admin,1,1,0,false,,
fitz-old,1,1,0,false,,
fixtures,1,1,0,false,,
fla,1,1,0,false,,
flash-attn-interface,1,1,0,false,,
flashrank,1,1,0,false,,
flask-limiter,1,1,0,false,,
flask-mail,1,1,0,false,,
flask-sqlalchemy,1,1,0,false,,
flask-wtf,1,1,0,false,,
flatbuffers,1,1,0,false,,
flatdict,1,1,0,false,,
flint,1,1,0,false,,
flute,1,1,0,false,,
folium,1,1,0,false,,
fontforge,1,1,0,false,,
fonttools,1,1,2,true,HIGH,GHSA-6673-4983-2vx5;GHSA-768j-98cg-p3fv
foo,1,1,0,false,,
foo2,1,1,0,false,,
foo3,1,1,0,false,,
framework,1,1,0,false,,
freetype,1,1,0,false,,
frozenlist,1,1,0,false,,
ftfy,1,1,0,false,,
fugashi,1,1,0,false,,
funcsigs,1,1,0,false,,
functorch,1,1,0,false,,
furo,1,1,0,false,,
fuse,1,1,0,false,,
future-builtins,1,1,0,false,,
fvcore,1,1,0,false,,
g2p-en,1,1,0,false,,
galore-torch,1,1,0,false,,
gateway,1,1,0,false,,
genshi,1,1,0,false,,
gensim,1,1,0,false,,
geventhttpclient,1,1,0,false,,
gguf,1,1,0,false,,
ghapi,1,1,0,false,,
gitdb-speedups,1,1,0,false,,
gliner,1,1,0,false,,
glmnet,1,1,0,false,,
gluoncv,1,1,1,false,HIGH,GHSA-m724-hqmc-ggpx
glut-support,1,1,0,false,,
gmp,1,1,0,false,,
gmpy,1,1,0,false,,
gnupg,1,1,0,false,,
go,1,1,0,false,,
google-auth-oauthlib,1,1,0,false,,
google-benchmark,1,1,0,false,,
google3,1,1,0,false,,
gptcache,1,1,0,false,,
gptqmodel,1,1,0,false,,
gpudb,1,1,0,false,,
gputil,1,1,0,false,,
gql,1,1,0,false,,
gradientai,1,1,0,false,,
gradio,1,1,76,true,CRITICAL,GHSA-26jh-r8g2-6fpr;GHSA-279j-x4gx-hfrh;GHSA-34rf-p3r3-58x2;GHSA-37qc-qgx6-9xjv;GHSA-39mp-8hj3-5c49;GHSA-3c67-5hwx-f6wx;GHSA-3gf9-wv65-gwh9;GHSA-3qqg-pgqq-3695;GHSA-3x5j-9vwr-8rr5;GHSA-48cq-79qq-6f7x;GHSA-4q3c-cj7g-jcwf;GHSA-576c-3j53-r9jj;GHSA-5cpq-9538-jm2j;GHSA-6qm2-wpxq-7qh2;GHSA-6v6g-j5fq-hpvw;GHSA-77xq-6g77-h274;GHSA-7v2w-h4gh-w5cv;GHSA-7xmc-vhjp-qv5q;GHSA-89v2-pqfv-c5r9;GHSA-8c87-gvhj-xm8m;GHSA-8jw3-6x8j-v96g;GHSA-973g-55hp-3frw;GHSA-f3h9-8phc-6gvh;GHSA-f8xq-q7px-wg8c;GHSA-g6c9-f4xm-9j4x;GHSA-g9cj-cfpp-4g2x;GHSA-gqvf-3hgp-5hxv;GHSA-gvv6-33j7-884g;GHSA-h3h8-3v2v-rg7m;GHSA-hm3c-93pg-4cxw;GHSA-hmx6-r76c-85g9;GHSA-j2jg-fq62-7c3h;GHSA-j757-pf57-f8r4;GHSA-jmh7-g254-2cq9;GHSA-m842-4qm8-7gpq;GHSA-pfjf-5gxr-995x;GHSA-pgfv-gvc5-prfg;GHSA-prpg-p95c-32fv;GHSA-qh6x-j82h-vpf9;GHSA-r364-m2j9-mf4h;GHSA-rhm9-gp5p-5248;GHSA-rhq2-3vr9-6mcr;GHSA-rvfh-h6c7-fc3c;GHSA-rvgh-pr46-x7gg;GHSA-v4q9-qgqf-7jwp;GHSA-wmjh-cpqj-4v6x;GHSA-xh2x-3mrm-fwqm;PYSEC-2021-873;PYSEC-2022-229;PYSEC-2023-16;PYSEC-2023-249;PYSEC-2023-255;PYSEC-2023-90;PYSEC-2024-184;PYSEC-2024-196;PYSEC-2024-197;PYSEC-2024-198;PYSEC-2024-199;PYSEC-2024-213;PYSEC-2024-214;PYSEC-2024-215;PYSEC-2024-216;PYSEC-2024-217;PYSEC-2024-218;PYSEC-2024-219;PYSEC-2024-220;PYSEC-2024-255;PYSEC-2024-261;PYSEC-2024-274;PYSEC-2024-275;PYSEC-2025-118;PYSEC-2025-119;PYSEC-2026-63;PYSEC-2026-64;PYSEC-2026-65;PYSEC-2026-66
graphql-relay,1,1,0,false,,
grequests,1,1,0,false,,
grokadamw,1,1,0,false,,
grpc-health,1,1,0,false,,
grpc-status,1,1,0,false,,
gspread,1,1,0,false,,
guardrails,1,1,0,false,,
gunicorn,1,1,4,true,HIGH,GHSA-32pc-xphx-q4f6;GHSA-hc5x-x2vx-497g;GHSA-w3h3-4rj7-4ph4;PYSEC-2018-55
guppy,1,1,0,false,,
haiku,1,1,0,false,,
hatch-jupyter-builder,1,1,0,false,,
hatchet,1,1,0,false,,
hcl,1,1,0,false,,
hcl2,1,1,0,false,,
hdfs,1,1,0,false,,
hf-xet,1,1,0,false,,
hologres-vector,1,1,0,false,,
html2text,1,1,0,false,,
